URL,Listing_ID,Type,Subtype,Price,Bedroom,Living_area,Listing_address,Postal_code,Locality,District,Swimming_pool,Garden,Garden_area,Surface_of_land,Terrace,Kitchen,Facade,Open Fire,Furnished,State of the building,Price_per_sqm,province
https://www.immoweb.be/en/classified/house/for-sale/ciney/5590/10679461,10679461.0,house,house,295000.0,3.0,139.0,Rue de Bidet 50,5590,Ciney,Dinant,False,False,0.0,461.0,True,installed,4.0,False,False,AS_NEW,2122.3,Namur
https://www.immoweb.be/en/classified/flat-studio/for-sale/mechelen/2800/10679457,10679457.0,apartment,flat studio,105000.0,1.0,36.0,Koningin Astridlaan 184,2800,Mechelen,Mechelen,False,False,0.0,0.0,True,,2.0,False,False,TO_BE_DONE_UP,2916.67,Antwerp
https://www.immoweb.be/en/classified/duplex/for-sale/ixelles/1050/10679456,10679456.0,apartment,duplex,495000.0,3.0,115.0,Avenue Gén. Dossin de St. Georges 6,1050,Ixelles,Brussels,False,False,0.0,0.0,True,hyper equipped,2.0,False,False,GOOD,4304.35,Brussels
https://www.immoweb.be/en/classified/house/for-sale/leuven/3000/10679455,10679455.0,house,house,330000.0,2.0,103.0,Mussenstraat 40,3000,Leuven,Leuven,False,False,0.0,99.0,True,,3.0,False,False,TO_BE_DONE_UP,3203.88,Flemish_Brabant
https://www.immoweb.be/en/classified/house/for-sale/lubbeek/3210/10679451,10679451.0,house,house,410000.0,3.0,263.0,Grotendries 2,3210,Lubbeek,Leuven,False,False,0.0,707.0,True,,4.0,False,False,GOOD,1558.94,Flemish_Brabant
https://www.immoweb.be/en/classified/villa/for-sale/asse/1730/10447991,10447991.0,house,villa,520000.0,3.0,307.0,Kalkoven 66,1730,Asse,Halle-Vilvoorde,False,False,0.0,454.0,True,,4.0,False,False,GOOD,1693.81,Flemish_Brabant
https://www.immoweb.be/en/classified/apartment/for-sale/bornem/2880/9900496,9900496.0,apartment,apartment,265000.0,2.0,98.0,Boomstraat 100,2880,Bornem,Mechelen,False,False,0.0,0.0,True,installed,2.0,False,False,GOOD,2704.08,Antwerp
https://www.immoweb.be/en/classified/villa/for-sale/koekelare/8680/10679439,10679439.0,house,villa,420000.0,5.0,179.0,Berkenlaan 10,8680,Koekelare,Diksmuide,False,False,0.0,693.0,True,,4.0,False,False,,2346.37,West_Flanders
https://www.immoweb.be/en/classified/house/for-sale/zwijndrecht%20%28zwijndrecht%29/2070/10679437,10679437.0,house,house,449000.0,2.0,144.0,Krijgsbaan 226,2070,Zwijndrecht (Zwijndrecht),Antwerp,False,True,580.0,680.0,True,hyper equipped,4.0,False,False,GOOD,3118.06,Antwerp
https://www.immoweb.be/en/classified/villa/for-sale/morlanwelz/7140/10679433,10679433.0,house,villa,430000.0,3.0,218.0,None None,7140,Morlanwelz,Thuin,False,True,0.0,702.0,True,hyper equipped,4.0,True,False,GOOD,1972.48,Hainaut
https://www.immoweb.be/en/classified/villa/for-sale/saint-aubin/5620/10679426,10679426.0,house,villa,339000.0,4.0,301.0,None None,5620,SAINT-AUBIN,Philippeville,False,False,0.0,1040.0,True,installed,4.0,True,False,GOOD,1126.25,Namur
https://www.immoweb.be/en/classified/house/for-sale/nodebais/1320/10679425,10679425.0,house,house,400000.0,4.0,300.0,None None,1320,NODEBAIS,Nivelles,False,False,0.0,741.0,True,,4.0,True,False,TO_BE_DONE_UP,1333.33,Walloon_Brabant
https://www.immoweb.be/en/classified/house/for-sale/floreffe/5150/10679422,10679422.0,house,house,295000.0,3.0,210.0,rue Marlaires 18,5150,FLOREFFE,Namur,False,True,2353.0,2353.0,True,installed,4.0,False,False,GOOD,1404.76,Namur
https://www.immoweb.be/en/classified/house/for-sale/kessel/2560/10679421,10679421.0,house,house,249000.0,3.0,126.0,Oude Bevelsesteenweg 35,2560,Kessel,Mechelen,False,False,0.0,574.0,True,,3.0,False,False,TO_RENOVATE,1976.19,Antwerp
https://www.immoweb.be/en/classified/house/for-sale/braine-le-comte/7090/10679418,10679418.0,house,house,215000.0,4.0,107.0,Rond Point de la Bosse 24,7090,Braine-le-Comte,Soignies,False,False,0.0,270.0,True,,3.0,False,False,TO_BE_DONE_UP,2009.35,Hainaut
https://www.immoweb.be/en/classified/villa/for-sale/harz%C3%A9/4920/10679416,10679416.0,house,villa,329000.0,3.0,123.0,Rue de Fy 8A,4920,Harzé,Liège,False,False,0.0,1171.0,True,,4.0,False,False,GOOD,2674.8,Liege
https://www.immoweb.be/en/classified/house/for-sale/heverlee/3001/10624496,10624496.0,house,house,405000.0,3.0,138.0,Tervuursesteenweg 337,3001,Heverlee,Leuven,False,True,42.0,125.0,True,installed,2.0,True,False,GOOD,2934.78,Flemish_Brabant
https://www.immoweb.be/en/classified/house/for-sale/geel%20%28geel%29/2440/10679414,10679414.0,house,house,365000.0,3.0,214.0,Kievermondeveld 30,2440,Geel (Geel),Turnhout,False,False,0.0,1384.0,True,,4.0,False,False,TO_BE_DONE_UP,1705.61,Antwerp
https://www.immoweb.be/en/classified/duplex/for-sale/uccle/1180/10679413,10679413.0,apartment,duplex,398000.0,3.0,154.0,Chaussee d'Alsemberg 1049,1180,Uccle,Brussels,False,False,0.0,0.0,True,hyper equipped,2.0,False,False,AS_NEW,2584.42,Brussels
https://www.immoweb.be/en/classified/penthouse/for-sale/lievegem/9950/10679412,10679412.0,apartment,penthouse,375000.0,4.0,175.0,Stationsstraat 123,9950,Lievegem,Gent,False,False,0.0,0.0,True,,2.0,False,False,GOOD,2142.86,East_Flanders
https://www.immoweb.be/en/classified/apartment/for-sale/elsene/1050/10679410,10679410.0,apartment,apartment,375000.0,1.0,93.0,Rue du Prince Albert 33,1050,Elsene,Brussels,False,False,0.0,0.0,True,usa hyper equipped,2.0,False,True,,4032.26,Brussels
https://www.immoweb.be/en/classified/villa/for-sale/schilde/2970/10679409,10679409.0,house,villa,3995000.0,4.0,750.0,None None,2970,Schilde,Antwerp,False,False,0.0,9850.0,True,,4.0,False,False,AS_NEW,5326.67,Antwerp
https://www.immoweb.be/en/classified/apartment/for-sale/dinant/5500/10679407,10679407.0,apartment,apartment,174000.0,2.0,100.0,Rue Grande 93,5500,Dinant,Dinant,False,False,0.0,0.0,True,,2.0,False,False,GOOD,1740.0,Namur
https://www.immoweb.be/en/classified/apartment/for-sale/dinant/5500/10679406,10679406.0,apartment,apartment,245000.0,2.0,102.0,Quai Jean Baptiste Culot 5,5500,Dinant,Dinant,False,False,0.0,0.0,True,,2.0,False,False,JUST_RENOVATED,2401.96,Namur
https://www.immoweb.be/en/classified/house/for-sale/hasti%C3%A8re/5540/10679405,10679405.0,house,house,59000.0,2.0,53.0,Hurlevent 6,5540,Hastière,Dinant,False,True,224.0,224.0,True,,2.0,True,False,GOOD,1113.21,Namur
https://www.immoweb.be/en/classified/apartment/for-sale/sint-denijs-westrem/9051/10679404,10679404.0,apartment,apartment,575000.0,4.0,195.0,Putkapelstraat 103,9051,SINT-DENIJS-WESTREM,Gent,False,False,0.0,0.0,True,semi equipped,3.0,True,False,GOOD,2948.72,East_Flanders
https://www.immoweb.be/en/classified/penthouse/for-sale/sint-denijs-westrem/9051/10679403,10679403.0,apartment,penthouse,575000.0,4.0,195.0,Putkapelstraat 103,9051,SINT-DENIJS-WESTREM,Gent,False,False,0.0,0.0,True,semi equipped,3.0,True,False,GOOD,2948.72,East_Flanders
https://www.immoweb.be/en/classified/apartment-block/for-sale/fexhe-le-haut-clocher/4347/10679401,10679401.0,house,apartment block,294400.0,3.0,179.0,Grand route 472,4347,Fexhe-le-Haut-Clocher,Waremme,False,False,0.0,0.0,True,installed,4.0,False,False,AS_NEW,1644.69,Liege
https://www.immoweb.be/en/classified/apartment-block/for-sale/fexhe-le-haut-clocher/4347/10679397,10679397.0,house,apartment block,230000.0,2.0,179.0,Grand route 472,4347,Fexhe-le-Haut-Clocher,Waremme,False,False,0.0,0.0,True,installed,4.0,False,False,AS_NEW,1284.92,Liege
https://www.immoweb.be/en/classified/apartment-block/for-sale/fexhe-le-haut-clocher/4347/10679396,10679396.0,house,apartment block,235000.0,2.0,179.0,Grand route 472,4347,Fexhe-le-Haut-Clocher,Waremme,False,False,0.0,0.0,True,installed,4.0,False,False,AS_NEW,1312.85,Liege
https://www.immoweb.be/en/classified/house/for-sale/jodoigne/1370/10679395,10679395.0,house,house,825000.0,3.0,210.0,None None,1370,Jodoigne,Nivelles,True,True,0.0,3300.0,True,usa hyper equipped,4.0,True,False,,3928.57,Walloon_Brabant
https://www.immoweb.be/en/classified/house/for-sale/havre/7021/10679393,10679393.0,house,house,239000.0,4.0,150.0,"Rue Oscar Sturbois,27 None",7021,Havre,Mons,False,True,935.0,935.0,True,installed,3.0,False,False,,1593.33,Hainaut
https://www.immoweb.be/en/classified/apartment/for-sale/fexhe-le-haut-clocher/4347/10679392,10679392.0,apartment,apartment,245000.0,2.0,93.0,Grand route 472,4347,Fexhe-le-Haut-Clocher,Waremme,False,False,0.0,0.0,True,installed,4.0,False,False,AS_NEW,2634.41,Liege
https://www.immoweb.be/en/classified/house/for-sale/soignies/7060/10679389,10679389.0,house,house,320000.0,3.0,115.0,Rue Caulier 282 Lot 3,7060,Soignies,Soignies,False,False,0.0,214.0,True,,2.0,False,False,,2782.61,Hainaut
https://www.immoweb.be/en/classified/apartment-block/for-sale/fexhe-le-haut-clocher/4347/10679388,10679388.0,house,apartment block,240000.0,2.0,179.0,Grand route 472,4347,Fexhe-le-Haut-Clocher,Waremme,False,False,0.0,0.0,True,installed,4.0,False,False,AS_NEW,1340.78,Liege
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1020/10679382,10679382.0,apartment,apartment,219000.0,1.0,55.0,Rue du Champ de la Couronne 100,1020,Bruxelles,Brussels,False,False,0.0,0.0,True,not installed,2.0,False,False,TO_RENOVATE,3981.82,Brussels
https://www.immoweb.be/en/classified/apartment/for-sale/hoeselt/3730/10679379,10679379.0,apartment,apartment,199000.0,2.0,87.0,L. Lambrechtsstraat 19,3730,Hoeselt,Tongeren,False,False,0.0,0.0,True,usa hyper equipped,2.0,False,False,GOOD,2287.36,Limburgh
https://www.immoweb.be/en/classified/house/for-sale/durbuy/6940/10679376,10679376.0,house,house,369000.0,3.0,137.0,Rue Saint-Monon 3,6940,Durbuy,Marche-en-Famenne,False,True,974.0,1707.0,True,hyper equipped,4.0,False,False,GOOD,2693.43,Luxemburg
https://www.immoweb.be/en/classified/house/for-sale/loncin/4431/10679375,10679375.0,house,house,165000.0,2.0,129.0,None None,4431,Loncin,Liège,False,True,95.0,191.0,True,,2.0,False,False,TO_RENOVATE,1279.07,Liege
https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/10679374,10679374.0,house,house,195000.0,1.0,60.0,Groene Laan 72,2830,Willebroek,Mechelen,False,False,0.0,80.0,True,,3.0,False,False,TO_BE_DONE_UP,3250.0,Antwerp
https://www.immoweb.be/en/classified/house/for-sale/bornem/2880/10516816,10516816.0,house,house,250000.0,3.0,121.0,Breevenstraat 36,2880,Bornem,Mechelen,False,True,37.0,225.0,True,,3.0,False,False,TO_RENOVATE,2066.12,Antwerp
